lemma,frequency,hdbscan_cluster,hdbscan_label,leiden_cluster,leiden_label,in_agwn,agwn_semfields,agwn_gloss
ἡνίοχος,30,123,Law (7); Athletic & Outdoor Sports & Games (6); Animals (Zoology) (6),4,Human Physiology (27); Athletic & Outdoor Sports & Games (25); Transportation; Ground Transportation (23),True,"Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Economics; Furniture; Human Physiology; Law; Number & quantity; Philosophy & Psychology; Political Science; Public Administration; Transportation; Ground Transportation; Water, Air & Space Transportation","being a single entity made by combining separate components: ""three chemicals combining into one solution"""
ἀολλής,30,-1,(noise),13,"Psychology (49); Eating, drinking; using drugs (42); Economics (42)",True,Medicine & Health; Psychology,"(informal) mentally and emotionally stable; ""she's really together"""
ἰθύς2,30,14,Stage Presentations (4); Linguistics (4); Animals (Zoology) (4),20,Psychology (46); Life Sciences; Biology (38); Economics (36),False,,
γαμέω,30,-1,(noise),9,Psychology (30); Life Sciences; Biology (26); Economics (25),True,"Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Eating, drinking; using drugs; Economics; Games Of Chance; Higher Education; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; Photography, computer art, cinematography, videography; Political Science; Production; Psychology; Religion; Secondary education; Transportation; Ground Transportation","get into one's hands, take physically; ""Take a cookie!"" ""Can you take this bag, please"""
Πουλυδάμας,30,150,Psychology (3); Human figures (3); Sociology & anthropology (3),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
Λαέρτης,30,42,Psychology (5); Human Physiology (4); Athletic & Outdoor Sports & Games (3),44,Psychology (12); Human Physiology (10); Life Sciences; Biology (10),False,,
Εὐρύμαχος,30,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
τιμάω,29,-1,(noise),50,"Psychology (23); Medicine & Health (23); Eating, drinking; using drugs (20)",True,,love unquestioningly and uncritically
Πηλείων,29,116,Psychology (10); Life Sciences; Biology (10); Human figures (10),1,Psychology (29); Life Sciences; Biology (23); Economics (23),False,,
ὁρμαίνω,29,13,Law (6); Economics (6); Medicine & Health (6),14,Psychology (35); Economics (32); Law (29),True,"Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Building & Construction; Chemistry; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Education; Electricity & electronics; Engineering; Fashion design of clothing; Games Of Chance; Higher Education; Hunting; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Money; Music; Painting; Physics; Plants (Botany); Political Science; Production; Psychology; Religion; Science; Secondary education; Stage Presentations; Stocks; Transportation; Ground Transportation; Vehicular transportation","create by pressing: ""Press little holes into the soft clay"""
ἐδητύς,29,75,"Eating, drinking; using drugs (11); Psychology (10); Life Sciences; Biology (10)",17,Psychology (31); Economics (29); Life Sciences; Biology (28),True,"Architecture; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Card games; Eating, drinking; using drugs; Economics; Electricity & electronics; Food & Drink; Geology, Hydrology & Meteorology; Geometry; Human Physiology; Human anatomy, cytology & histology; Ice and snow sports; Internal Commerce (Domestic Trade); Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Money; Pharmacology & therapeutics; Physics; Plants (Botany); Political Science; Psychology; Water, Air & Space Transportation","the quality or state of being inward or internal: ""the inwardness of the body's organs"""
ἀυτή,29,104,Law (2); Hunting (2); Managemennt of personal and family living; grooming (2),41,Psychology (15); Law (11); Athletic & Outdoor Sports & Games (10),False,,
κορυφή,29,155,Life Sciences; Biology (20); Plants (Botany) (15); Building & Construction (14),34,"Life Sciences; Biology (52); Eating, drinking; using drugs (38); Psychology (35)",True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Art Metalwork; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Business enterprises and their structure; Card games; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Drawing & Decorative Arts; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Equestrian Sports & Animal Racing; Fashion design of clothing; Food & Drink; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Heraldry; Higher Education; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Ice and snow sports; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Meteorology; Metrology & standardization; Money; Music; News Media, Journalism & Publishing; Number & quantity; Numismatics & Sigillography; Outdoor life; Personal Health & Safety; Pharmacology & therapeutics; Philosophy & Psychology; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Public Finance; Religion; Religious mythology & social theology; Science; Secondary education; Sociology & anthropology; Stage Presentations; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","the quality or state of being inward or internal: ""the inwardness of the body's organs"""
ὀχθέω,29,108,"Animals (Zoology) (9); Psychology (8); Eating, drinking; using drugs (7)",5,Psychology (38); Economics (30); Animals (Zoology) (29),True,,"infuse with spirit: ""The company spirited him up"""
φᾶρος,29,179,Fashion design of clothing (10); Animals (Zoology) (10); Economics (8),42,"Economics (23); Eating, drinking; using drugs (23); Psychology (23)",True,"Animals (Zoology); Fashion design of clothing; Human anatomy, cytology & histology; Production",the flattened weblike part of a feather consisting of a series of barbs on either side of the shaft
ἔθνος,29,45,Time (4); Geography & Travel (3); Literature (3),37,Law (19); Psychology (19); Medicine & Health (19),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Art Metalwork; Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Business enterprises and their structure; Chemistry; Classical mechanics; solid mechanics; Color; Community planning and development; Eating, drinking; using drugs; Economics; Education; Electricity & electronics; Equestrian Sports & Animal Racing; Fashion design of clothing; Games Of Chance; Geography & Travel; Geometry; Grammar; Heraldry; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Literature; Mathematics; Medicine & Health; Metrology & standardization; Money; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Number & quantity; Outdoor life; Personal Health & Safety; Physics; Plants (Botany); Political Science; Processes, forms & subjects of sculpture; Production; Psychology; Public Administration; Religion; Secondary education; Sociology & anthropology; Sound & related vibrations; Sports, Games & Entertainment; Stage Presentations; Stocks; Time; Transportation; Ground Transportation; Water, Air & Space Transportation",a national legislative assembly
ἅλις,29,40,Psychology (6); Human Physiology (6); Production (6),24,Religion (11); Psychology (10); Law (10),True,Human Physiology; Metrology & standardization,"to a sufficient degree: ""she was sufficiently fluent in Mandarin"""
ὄσσα,29,-1,(noise),20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,"Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Fashion design of clothing; Furniture; Geography & Travel; Grammar; Human anatomy, cytology & histology; Human figures; Law; Linguistics; Metrology & standardization; Money; Motion pictures, radio, television; Music; Parapsychology & Occultism; Physics; Political Science; Psychology; Sound & related vibrations; Stage Presentations; Transportation; Ground Transportation",gossip (usually a mixture of truth and untruth) passed around by word of mouth
εὔσελμος,29,173,Psychology (3); Physics (3); Building & Construction (3),25,Psychology (27); Life Sciences; Biology (24); Transportation; Ground Transportation (22),True,,provided with something intended to increase its beauty or distinction
ὕπερθεν,29,-1,(noise),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,,
χρόνος,29,-1,(noise),28,Psychology (60); Economics (43); Human Physiology (33),True,Astronomy; Geography & Travel; Grammar; Music; Time,"a particular day specified as the time something will happen: ""the date of the election is set by law"""
Τελαμών,29,145,(no shared semfield),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
ἀφνειός,29,138,Human Physiology (9); Chemistry (8); Linguistics (7),35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,"Chemistry; Eating, drinking; using drugs; Economics; Fashion design of clothing; Human Physiology; Human anatomy, cytology & histology; Metrology & standardization; Physics; Public Finance; Sound & related vibrations","strong; intense: ""deep purple""; ""a rich red"""
